symbol,effective_from,effective_to,screening_snapshot_date,membership_source,membership_confidence,source_id,source_note,is_exact_index_membership,is_shariah_screened_eligible
ICI,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
ICL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
IDRT,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
IDSM,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
ILP,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
IMAGE,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
INIL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
INKL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
ISL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
ITTEFAQ,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
JATM,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
JDMT,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
JKSM,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
JSML,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
JUBS,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
JVDC,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
KASBM,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
KEL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
KHSM,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
KHYT,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
KOHC,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
KOHE,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
KOHTM,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
KOIL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
KSBP,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
KTML,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
LEUL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
LMSM,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
LPGL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
LUCK,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
MACFL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
MACTER,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
MARI,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
MEBL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
MFFL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
MLCF,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
MODAM,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
MQTM,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
MSCL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
MTIL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
MTL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
MUGHAL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
NATF,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
NATM,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
NCML,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
NETSOL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
NML,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
NRL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
NRSL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
NSRM,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
OGDC,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
ORIXM,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
ORM,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
OTSU,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
PAEL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
PAKMI,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
PAKOXY,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
PCAL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
PHDL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
PIBTL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
PICT,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
PIM,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
PIOC,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
PKGS,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
PMI,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
PNSC,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
POL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
POML,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
POWER,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
PPL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
PPP,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
PREMA,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
PSEL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
PSMC,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
PSO,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
PSYL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
PTC,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
QUICE,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
RCML,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
REDCO,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
RMPL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
RPL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
RUBY,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
RUPL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
SANSM,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
SAPL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
SARC,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
SASML,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
SAZEW,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
SCL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
SEARL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
SERT,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
SFL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
SGABL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
SGF,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
SHDT,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
SHEL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
SHEZ,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
SHFA,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
SITC,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
SKRS,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
SMCPL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
SML,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
SNAI,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
SNGP,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
SPEL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
SPL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
SSGC,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
SSML,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
STCL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
STJT,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
STML,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
STPL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
SURC,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
SUTM,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
SYS,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
SZTM,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
TATM,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
TELE,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
TGL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
THALL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
THCCL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
TOMCL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
TOWL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
TREET,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
TRIPF,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
TRSM,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
UBDL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
UCAPM,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
UDPL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
UNITY,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
UPFL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
WAHN,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
WAVES,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
WTL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
WYETH,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
ZAHID,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
ZIL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
ZTL,2022-07-15,2023-01-12,2022-01-03,carried_forward_screening_snapshot,low,review_2021_h1,Carried forward from 2022-01-03; no trustworthy full screening table was available for this notice date.,False,True
ABOT,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
ACPL,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
ADAMS,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
AGIL,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
AGP,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
AGTL,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
AHTM,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
AIRLINK,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
AKGL,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
ANL,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
ANTM,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
APL,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
ARCTM,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
ARM,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
ARPL,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
ASC,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
ASHT,2023-01-12,2023-07-10,2023-01-12,official_full_screening_table,medium,review_2022_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
